,bathroom,bedroom,code,date,description,direct,floor,ground_area,juridical,kitchen,length,link_image,livingroom,name_project,parking,price,road_width,specific_address,terrace,title,type,url_page,usable_area,width,ward,district,province,street
38, Không,0, MS296028,,None,,0, 5502 m,Sổ Đỏ, Không, 0 m,https://nhadat24h.net.vn/storage/product/15435/1a6a1c115a3cf362aa2d-4.jpg, Không, Thanh khoản nhanh lô đất gần trung tâm Kon Tum giá rẻ, Không,111000000, 6 m,"Đường Hồ Tùng Mậu, Măng Cành", Không,Thanh khoản nhanh lô đất gần trung tâm Kon Tum giá rẻ,0,https://nhadat24h.net.vn/du-an/thanh-khoan-nhanh-lo-dat-gan-trung-tam-kon-tum-gia-re/296028, 5502 m, 0 m,Măng Cành,Kon Plông,Kon Tum,Hồ Tùng Mậu
40, Không,0, MS296034,,- SĐT mua bán đất  :   0829038286 (Chú Hoàng),,0, 19210 m,Sổ Đỏ, Không, 0 m,https://nhadat24h.net.vn/storage/product/16560/z4958656607109-e8967fc777736356cb68e634438b150a-4.jpg, Không," Cần bán gấp DT 1,9 mẫu tại huyện La Pa, tỉnh Gia Lai", Không,780000000, 1 m,"Đường Tỉnh Lộ 662, Chư Răng", Không,"Cần bán gấp DT 1,9 mẫu tại huyện La Pa, tỉnh Gia Lai",0,https://nhadat24h.net.vn/du-an/can-ban-gap-dt-19-mau-tai-huyen-la-pa-tinh-gia-lai/296034, 19210 m, 0 m,Chư Răng,Ia Pa,Gia Lai,None
41, Có,4 pn, MS296003,, tư vấn hỗ trợ-chốt 24/7,,4 t, 40 m,Sổ Đỏ, Không, 10 m,https://nhadat24h.net.vn/storage/product/16358/z4967125270171-6bf2a6eaf1e5bba582fd57adbfd764ff.jpg, Không," Việt Hưng tài chính 3 tỷ lại diện tích rộng 40m 4 tầng, lại nhà dân xây,ô tô đỗ trước cửa nhà.", Không,3000000000, 15 m,"Đường , Việt Hưng", Không,"Việt Hưng tài chính 3 tỷ lại diện tích rộng 40m 4 tầng, lại nhà dân xây,ô tô đỗ trước cửa nhà.",0,https://nhadat24h.net.vn/du-an/viet-hung-tai-chinh-3-ty-lai-dien-tich-rong-40m-4-tang-lai-nha-dan-xayo-to-do-truoc-cua-nha/296003, 40 m, 4 m,Việt Hưng,Long Biên,Hà Nội,Ái Mộ
42, Không,4 pn, MS296026,,None,,0, 55 m,Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/14624/scaled-img-20230418-160630.jpg, Có," UI RÙI UI, CÁCH MẶT PHỐ CHỈ 15M 
Ngọc Lâm- 55M  4 TẦNG  -  4.8tỷ", Không,4800000000, 1.5 m,"Đường 1, Ngọc Lâm", Không,"UI RÙI UI, CÁCH MẶT PHỐ CHỈ 15M 
Ngọc Lâm- 55M  4 TẦNG  -  4.8tỷ",0,https://nhadat24h.net.vn/du-an/ui-rui-ui-cach-mat-pho-chi-15m-ngoc-lam-55m-4-tang-48ty/296026, 55 m, 0 m,Ngọc Lâm,Long Biên,Hà Nội,None
43, Có,1 pn, MS296033,,-HỢP TÁC MÔI GIỚI,Đông Bắc,13 t, 150 m,Sổ Hồng, Có, 29 m,https://nhadat24h.net.vn/storage/product/4072/z4976088145741-c4669133c2b8a6671eb07f9051df8956.jpg, Có," Bất động sản tuyệt đẹp - Khu CHDV 150m2, sổ hồng riêng, đường xe hơi 5m, doanh thu 18tr/m", Không,5950000000, 5 m,"Đường Nguyễn Ảnh Thủ, Hiệp Thành", Không,"Bất động sản tuyệt đẹp - Khu CHDV 150m2, sổ hồng riêng, đường xe hơi 5m, doanh thu 18tr/m",0,https://nhadat24h.net.vn/du-an/bat-dong-san-tuyet-dep-khu-chdv-150m2-so-hong-rieng-duong-xe-hoi-5m-doanh-thu-18trm/296033, 150 m, 4.2 m,Hiệp Thành,12,Hồ Chí Minh,Nguyễn Ảnh Thủ
44, Có,1 pn, MS296007,,None,,1 t, 200 m,Sổ Đỏ, Không, 20 m,https://nhadat24h.net.vn/storage/product/16774/z4976243741288-5072b58aa6d4206e9739017403172a8c.jpg, Không," HÀNG HIẾM, CÁCH PHỐ KIM NGƯU 2 PHÚT ĐI BỘ, MẢNH ĐẤT 200M2, MẶT TIỀN RỘNG 9,8M, HAI MẶT THOÁNG, GIÁ CHỈ 13,2 TỶ. QUÁ RẺ ĐỂ ĐẦU TƯ.", Không,13200000000, 4.5 m,"Đường Kim Ngưu, Thanh Lương", Không,"HÀNG HIẾM, CÁCH PHỐ KIM NGƯU 2 PHÚT ĐI BỘ, MẢNH ĐẤT 200M2, MẶT TIỀN RỘNG 9,8M, HAI MẶT THOÁNG, GIÁ CHỈ 13,2 TỶ. QUÁ RẺ ĐỂ ĐẦU TƯ.",0,https://nhadat24h.net.vn/du-an/hang-hiem-cach-pho-kim-nguu-2-phut-di-bo-manh-dat-200m2-mat-tien-rong-98m-hai-mat-thoang-gia-chi-132-ty-qua-re-de-dau-tu/296007, 200 m, 10 m,Thanh Lương,Hai Bà Trưng,Hà Nội,Kim Ngưu
45, Có,1 pn, MS296009,,None,,1 t, 307 m,Sổ Đỏ, Không, 1 m,https://nhadat24h.net.vn/storage/product/16603/z4944992491519-2a2a5c8f5e0e9bba37bccb7e5aeec7a4.jpg, Không, CẮT LỖ LÔ ĐẤT VÂN ĐỒN QUẢNG NINH RẤT HOT HOT HOT, Không,0, 1 m,"Đường 334, Hạ Long", Không,CẮT LỖ LÔ ĐẤT VÂN ĐỒN QUẢNG NINH RẤT HOT HOT HOT,0,https://nhadat24h.net.vn/du-an/cat-lo-lo-dat-van-don-quang-ninh-rat-hot-hot-hot/296009, 307 m, 1 m,Hạ Long,Vân Đồn,Quảng Ninh,số 334
46, Có,2 pn, MS296006,,None,,3 t, 400 m,Sổ Đỏ, Có, 7 m,https://nhadat24h.net.vn/storage/product/12817/z4976295036848-62a2c2b698d857f7b184c8f4354e72c2.jpg, Có," Chính chủ cần bán nhà tại địa chỉ: Khu An Thọ 1, An Khánh, Hoài Đức, Hà Nội", Không,9000000000, 1 m,"Đường An Khánh, An Khánh", Không,"Chính chủ cần bán nhà tại địa chỉ: Khu An Thọ 1, An Khánh, Hoài Đức, Hà Nội",0,https://nhadat24h.net.vn/du-an/chinh-chu-can-ban-nha-tai-dia-chi-khu-an-tho-1-an-khanh-hoai-duc-ha-noi/296006, 400 m, 5 m,An Khánh,Hoài Đức,Hà Nội,None
47, Có,0, MS296005,,Mọi nhu cầu liên hệ: 0934876462,,4 t, 94 m,Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/1676/z4975895510135-4cd6642d326057cb3a7cfe0fe13e2d4c.jpg, Có," CHÍNH CHỦ Cần Bán Nhà Địa Thế  Đẹp Tại 54 Phạm Như Xương, Liên Chiểu, Đà Nẵng", Không,4950000000, 10 m,"Đường Phạm Như Xương, Hòa Khánh Nam", Không,"CHÍNH CHỦ Cần Bán Nhà Địa Thế  Đẹp Tại 54 Phạm Như Xương, Liên Chiểu, Đà Nẵng",0,https://nhadat24h.net.vn/du-an/chinh-chu-can-ban-nha-dia-the-dep-tai-54-pham-nhu-xuong-lien-chieu-da-nang/296005, 94 m, 0 m,Hòa Khánh Nam,Liên Chiểu,Đà Nẵng,Phạm Như Xương
48, Không,0, MS296010,,- Đất nằm ở địa thế đẹp: ,Bắc,0, 75 m,Sổ Đỏ, Không, 0 m,https://nhadat24h.net.vn/storage/product/1680/z4976268931153-8efff0b51d2a8e8b9887d28519440885-1.jpg, Không, ĐẤT ĐẸP - GIÁ TỐT - Chính Chủ Cần Bán Nhanh Nền Đất Sau Bệnh Viện Số 10 - Hậu Giang, Không,1200000000, 6 m,"Đường Số 13, Tân Phú Thạnh", Không,ĐẤT ĐẸP - GIÁ TỐT - Chính Chủ Cần Bán Nhanh Nền Đất Sau Bệnh Viện Số 10 - Hậu Giang,0,https://nhadat24h.net.vn/du-an/dat-dep-gia-tot-chinh-chu-can-ban-nhanh-nen-dat-sau-benh-vien-so-10-hau-giang/296010, 75 m, 0 m,Tân Phú Thạnh,Châu Thành A,Hậu Giang,None
49, Không,0, MS296015,,"Quý khách quan tâm dự án FPT, căn hộ FPT Plaza hãy liên hệ:",Bắc,0, 90 m,Sổ Đỏ, Không, 15 m,https://nhadat24h.net.vn/storage/product/16864/7fe62d1cdbe072be2bf1-2.jpg, Không, RẺ NHÂT: Bán đất FPT Đà Nẵng 90m2. Liên hệ: 0905.31.89.88, Không,2650000000, 8 m,"Đường , Hòa Hải", Không,RẺ NHÂT: Bán đất FPT Đà Nẵng 90m2. Liên hệ: 0905.31.89.88,0,https://nhadat24h.net.vn/du-an/re-nhat-ban-dat-fpt-da-nang-90m2-lien-he-0905318988/296015, 90 m, 6 m,Hoà Hải,Ngũ Hành Sơn,Đà Nẵng,An Bắc 4
50, Không,0, MS296017,,Liên hệ: 0905.31.89.88 Mr. Đấu ,Tây,0, 416 m,Sổ Đỏ, Không, 26 m,https://nhadat24h.net.vn/storage/product/16873/98871a38ecc4459a1cd5-4.jpg, Không, Bán 416m2 đất biệt thự FPT Đà Nẵng + không gian xanh 500m2 mặt sau. Mua 1 được 2. Liên hệ: 0905.31.89.88, Không,12480000000, 8 m,"Đường , Hòa Hải", Không,Bán 416m2 đất biệt thự FPT Đà Nẵng + không gian xanh 500m2 mặt sau. Mua 1 được 2. Liên hệ: 0905.31.89.88,0,https://nhadat24h.net.vn/du-an/ban-416m2-dat-biet-thu-fpt-da-nang-khong-gian-xanh-500m2-mat-sau-mua-1-duoc-2-lien-he-0905318988/296017, 416 m, 16 m,Hoà Hải,Ngũ Hành Sơn,Đà Nẵng,An Bắc 4
51, Có,1 pn, MS296014,,None,,1 t, 90 m,Sổ Đỏ, Không, 1 m,https://nhadat24h.net.vn/storage/product/16603/z4967258447967-24e7d64a724a11a793d2803d755e2eae-1.jpg, Không, Cắt lỗ mảnh đất siêu vip Vân Đồn- Quảng Ninh giá tận đáy, Không,0, 1 m,"Đường 334, Hạ Long", Không,Cắt lỗ mảnh đất siêu vip Vân Đồn- Quảng Ninh giá tận đáy,0,https://nhadat24h.net.vn/du-an/cat-lo-manh-dat-sieu-vip-van-don-quang-ninh-gia-tan-day/296014, 90 m, 1 m,Hạ Long,Vân Đồn,Quảng Ninh,số 334
52, Không,0, MS296054,,- SĐT mua bán đất  :   0829038286 (Chú Hoàng),,0, 4838 m,Sổ Đỏ, Không, 0 m,https://nhadat24h.net.vn/storage/product/16560/z4938823568476-53d0ada44b7e819feef21665b4d4c59e-15.jpg, Không, Cần Bán gấp đất vườn 4838.6 m²  tại  huyện Củ Chi -TPHCM, Không,5806000000, 1 m,"Đường 1, Tân An Hội", Không,Cần Bán gấp đất vườn 4838.6 m²  tại  huyện Củ Chi -TPHCM,0,https://nhadat24h.net.vn/du-an/can-ban-gap-dat-vuon-48386-m2-tai-huyen-cu-chi-tphcm/296054, 4838 m, 0 m,Tân An Hội,Củ Chi,Hồ Chí Minh,None
53, Không,0, MS296016,,None,Bắc,0, 90 m,Sổ Đỏ, Không, 0 m,https://nhadat24h.net.vn/storage/product/16872/9b0b956c97903ece678187jpg-bak-638375456098120161.jpg, Không, CHUYÊN FPT: Mua bán đất nền FPT City Đà Nẵng – Liên hệ 0905.31.89.88, Không,2500000000, 35 m,"Đường Võ Quý Huân, Hòa Hải", Không,CHUYÊN FPT: Mua bán đất nền FPT City Đà Nẵng – Liên hệ 0905.31.89.88,0,https://nhadat24h.net.vn/du-an/chuyen-fpt-mua-ban-dat-nen-fpt-city-da-nang-lien-he-0905318988/296016, 90 m, 0 m,Hoà Hải,Ngũ Hành Sơn,Đà Nẵng,None
54, Không,0, MS296055,,- SĐT mua bán đất  :   0829038286 (Chú Hoàng),,0, 9915 m,Sổ Đỏ, Không, 0 m,https://nhadat24h.net.vn/storage/product/16560/z4938794972782-5053ddb004ab2e36cfb7a8d6bd6b811b-14.jpg, Không," Cần bán gấp DT: 9915 m²  
tại Củ Chi - TPHCM", Không,9915000000, 1 m,"Đường 1, Tân An Hội", Không,"Cần bán gấp DT: 9915 m²  
tại Củ Chi - TPHCM",0,https://nhadat24h.net.vn/du-an/can-ban-gap-dt-9915-m2-tai-cu-chi-tphcm/296055, 9915 m, 0 m,Tân An Hội,Củ Chi,Hồ Chí Minh,None
55, Không,0, MS296056,,None,,0, 1092 m,Sổ Đỏ, Không, 0 m,https://nhadat24h.net.vn/storage/product/16560/z4958744043809-a2a4a10f7913334505c826d3a94dbd83-5.jpg, Không," Cần bán gấp lô đất 1092 m²  tại  huyện Củ Chi, TP.HCM", Không,620000000, 1 m,"Đường 1, Tân An Hội", Không,"Cần bán gấp lô đất 1092 m²  tại  huyện Củ Chi, TP.HCM",0,https://nhadat24h.net.vn/du-an/can-ban-gap-lo-dat-1092-m2-tai-huyen-cu-chi-tphcm/296056, 1092 m, 0 m,Tân An Hội,Củ Chi,Hồ Chí Minh,None
56, Không,0, MS296058,,- SĐT mua bán đất  :   0829038286 (Chú Hoàng),,0, 11427 m,Sổ Đỏ, Không, 0 m,https://nhadat24h.net.vn/storage/product/16560/z4946387536269-55b7adc277e01e923c836897c26f1dda-17.jpg, Không," Cần bán gấp lô đất 11427 m² huyện Củ Chi, TP.HCM", Không,5200000000, 1 m,"Đường 1, Thái Mỹ", Không,"Cần bán gấp lô đất 11427 m² huyện Củ Chi, TP.HCM",0,https://nhadat24h.net.vn/du-an/can-ban-gap-lo-dat-11427-m2-huyen-cu-chi-tphcm/296058, 11427 m, 0 m,Thái Mỹ,Củ Chi,Hồ Chí Minh,None
57, Có,3 pn, MS296012,,None,Nam,3 t, 50 m,Sổ Đỏ, Có, 9.55 m,https://nhadat24h.net.vn/storage/product/16882/z4609166032499-8e87f8b4516318362875d03947e985e5.jpg, Có," Bán nhà 3 tầng 3 mê kiệt ô tô Thái Thị Bôi, Thanh Khê, Đà Nẵng", Không,3550000000, 3.5 m,"Đường Thái Thị Bôi, Chính Gián", Không,"Bán nhà 3 tầng 3 mê kiệt ô tô Thái Thị Bôi, Thanh Khê, Đà Nẵng",0,https://nhadat24h.net.vn/du-an/ban-nha-3-tang-3-me-kiet-o-to-thai-thi-boi-thanh-khe-da-nang/296012, 50 m, 5.2 m,Chính Gián,Thanh Khê,Đà Nẵng,Thái Thị Bôi
58, Có,9 pn, MS296011,,None,,15 t, 188 m,Sổ Đỏ, Có, 24.8 m,https://nhadat24h.net.vn/storage/product/15720/330135606-1537520510095493-314670436817911740-n.jpg, Có," Bán Apartment mặt phố Kim Mã Thượng Ba Đình 188m2x9 tầng thang máy, dòng tiền 4 tỷ/năm", Không,105000000000, 10 m,"Đường Kim Mã Thượng, Kim Mã", Không,"Bán Apartment mặt phố Kim Mã Thượng Ba Đình 188m2x9 tầng thang máy, dòng tiền 4 tỷ/năm",0,https://nhadat24h.net.vn/du-an/ban-apartment-mat-pho-kim-ma-thuong-ba-dinh-188m2x9-tang-thang-may-dong-tien-4-tynam/296011, 188 m, 7.6 m,Kim Mã,Ba Đình,Hà Nội,Kim Mã Thượng
59, Không,0, MS296059,,- SĐT mua bán đất  :   0829038286 (Chú Hoàng),,0, 1000 m,Sổ Đỏ, Không, 0 m,https://nhadat24h.net.vn/storage/product/16560/z4965726537361-acbed2a21e240b7ae1163581a50e7269-5.jpg, Không," Cần bán gấp lô đất 1000  m²   tại huyện Củ Chi, TP.HCM", Không,2300000000, 1 m,"Đường 1, Tân An Hội", Không,"Cần bán gấp lô đất 1000  m²   tại huyện Củ Chi, TP.HCM",0,https://nhadat24h.net.vn/du-an/can-ban-gap-lo-dat-1000-m2-tai-huyen-cu-chi-tphcm/296059, 1000 m, 0 m,Tân An Hội,Củ Chi,Hồ Chí Minh,None
60, Không,0, MS296060,,None,,0, 10740 m,Sổ Đỏ, Không, 0 m,https://nhadat24h.net.vn/storage/product/16560/z4971684446011-b8fe86e5a44c37647d1ae29bce00e20c-1.jpg, Không, Cần bán gấp đất hơn 1 mẫu ở TAH huyện Củ Chi TPHCM, Không,8055000000, 1 m,"Đường 1, Tân An Hội", Không,Cần bán gấp đất hơn 1 mẫu ở TAH huyện Củ Chi TPHCM,0,https://nhadat24h.net.vn/du-an/can-ban-gap-dat-hon-1-mau-o-tah-huyen-cu-chi-tphcm/296060, 10740 m, 0 m,Tân An Hội,Củ Chi,Hồ Chí Minh,None
61, Không,0, MS296061,,Liên hệ: 0905.31.89.88 Mr. Đấu ,Bắc,0, 193 m,Sổ Đỏ, Không, 18.5 m,https://nhadat24h.net.vn/storage/product/16873/98871a38ecc4459a1cd5-5.jpg, Không, RẤT HIẾM: Bán đất FPT 2 mặt tiền trục đường 10m5 và đường 15m (2 làn xe). Liên hệ: 0905.31.89.88, Không,7500000000, 8 m,"Đường , Hòa Hải", Không,RẤT HIẾM: Bán đất FPT 2 mặt tiền trục đường 10m5 và đường 15m (2 làn xe). Liên hệ: 0905.31.89.88,0,https://nhadat24h.net.vn/du-an/rat-hiem-ban-dat-fpt-2-mat-tien-truc-duong-10m5-va-duong-15m-2-lan-xe-lien-he-0905318988/296061, 193 m, 9.9 m,Hoà Hải,Ngũ Hành Sơn,Đà Nẵng,An Bắc 4
62, Có,15 pn, MS296065,,None,,3 t, 110 m,Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/3564/469c3bc7-1c4a-401a-ad47-276377f2f73a.jpg, Có," Giá cực tốt, Căn 3 ngủ Bắc Hà, Full đồ, TRUNG TÂM HÀ ĐÔNG", Không,3480000000, 24 m,"Đường Trần Phú, Mộ Lao", Không,"Giá cực tốt, Căn 3 ngủ Bắc Hà, Full đồ, TRUNG TÂM HÀ ĐÔNG",0,https://nhadat24h.net.vn/du-an/gia-cuc-tot-can-3-ngu-bac-ha-full-do-trung-tam-ha-dong/296065, 110 m, 0 m,Mộ Lao,Hà Đông,Hà Nội,Trần Phú
63, Không,0, MS296066,,"Thiết kế: 2PN 2WC, thiết kế sang trọng, gia đình đông thành viên sinh sống thoải mái",,0, 72 m,Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/11133/z4976428601450-d73a9a877d3f512306b56b8193adb772.jpg, Có," Căn Hộ Ht Pearl 72M2, 2 Phòng Ngủ 2Wc Phường Đông Hòa, Thành phố Dĩ An, Bình Dương", Không,2770000000, 26 m,"Đường Phạm Văn Đồng, Đông Hòa", Không,"Căn Hộ Ht Pearl 72M2, 2 Phòng Ngủ 2Wc Phường Đông Hòa, Thành phố Dĩ An, Bình Dương",0,https://nhadat24h.net.vn/du-an/can-ho-ht-pearl-72m2-2-phong-ngu-2wc-phuong-dong-hoa-thanh-pho-di-an-binh-duong/296066, 72 m, 0 m,Đông Hòa,None,Bình Dương,None
64, Không,0, MS296036,,- SĐT mua bán đất  :   0829038286 (Chú Hoàng),,0, 16838 m,Sổ Đỏ, Không, 0 m,https://nhadat24h.net.vn/storage/product/16560/z4958707121981-30f34484a8d2c873d34bc5be2a80d9ff-5.jpg, Không," Cần bán gấp đất  DT 1,6 mẫu đất  tại huyện La Pa, tỉnh Gia Lai", Không,650000000, 1 m,"Đường Tỉnh Lộ 662, Chư Răng", Không,"Cần bán gấp đất  DT 1,6 mẫu đất  tại huyện La Pa, tỉnh Gia Lai",0,https://nhadat24h.net.vn/du-an/can-ban-gap-dat-dt-16-mau-dat-tai-huyen-la-pa-tinh-gia-lai/296036, 16838 m, 0 m,Chư Răng,Ia Pa,Gia Lai,None
65, Không,0, MS296038,,- SĐT mua bán đất  :   0829038286 (Chú Hoàng),,0, 12000 m,Sổ Đỏ, Không, 0 m,https://nhadat24h.net.vn/storage/product/16560/z4939259523604-a4266a760411aaac5caa6247b01123f3-14.jpg, Không," Cần bán gấp 1,2 mẫu tại Huyện La Pa- Tỉnh Gia Lai", Không,550000000, 1 m,"Đường Tỉnh Lộ 662, Chư Răng", Không,"Cần bán gấp 1,2 mẫu tại Huyện La Pa- Tỉnh Gia Lai",0,https://nhadat24h.net.vn/du-an/can-ban-gap-12-mau-tai-huyen-la-pa-tinh-gia-lai/296038, 12000 m, 0 m,Chư Răng,Ia Pa,Gia Lai,None
66, Không,0, MS296037,,None,,0, 730000 m,Sổ Đỏ, Không, 0 m,https://nhadat24h.net.vn/storage/product/16560/z4960437700905-76fb0f1a2a02b86e7fc8f2ff8ce23e4e-5.jpg, Không, Xuất cảnh cần bán gấp 73 Ha tại Bảo Lâm- tỉnh Lâm Đồng, Không,124100000000, 1 m,"Đường 20, Lộc Bắc", Không,Xuất cảnh cần bán gấp 73 Ha tại Bảo Lâm- tỉnh Lâm Đồng,0,https://nhadat24h.net.vn/du-an/xuat-canh-can-ban-gap-73-ha-tai-bao-lam-tinh-lam-dong/296037, 730000 m, 0 m,Lộc Bắc,Bảo Lâm,Lâm Đồng,Quốc lộ 20
67, Không,0, MS296069,,None,,0, 1000 m,Sổ Đỏ, Không, 0 m,https://nhadat24h.net.vn/storage/product/15435/aa48737428588106d849-2.jpg, Không, Thanh khoản khu đất Măng Đen - Kon Tum phù hợp làm homestay, Không,101000000, 6 m,"Đường Số 6, Măng Cành", Không,Thanh khoản khu đất Măng Đen - Kon Tum phù hợp làm homestay,0,https://nhadat24h.net.vn/du-an/thanh-khoan-khu-dat-mang-den-kon-tum-phu-hop-lam-homestay/296069, 1000 m, 0 m,Măng Cành,Kon Plông,Kon Tum,None
68, Không,0, MS296041,,"SĐT mua bán gỗ, đất, bđs :0829038286 (Chú Hoàng)",,0, 0 m,Hợp đồng mua bán, Có, 2 m,https://nhadat24h.net.vn/storage/product/16560/z4957944969445-2397e2004fd039a1f63e01bd583ba757-6.jpg, Có, Cần bán thác nước phong thuỷ chất liệu bộ rễ lõi cây gỗ chai tại TPHCM, Không,70000000, 1 m,"Đường 1, Tân An Hội", Không,Cần bán thác nước phong thuỷ chất liệu bộ rễ lõi cây gỗ chai tại TPHCM,0,https://nhadat24h.net.vn/du-an/can-ban-thac-nuoc-phong-thuy-chat-lieu-bo-re-loi-cay-go-chai-tai-tphcm/296041, 0 m, 2 m,Tân An Hội,Củ Chi,Hồ Chí Minh,None
69, Không,0, MS296043,,- SĐT mua bán gỗ  :   0829038286 (Chú Hoàng),,0, -1 m,Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/16560/z4957992022178-dbdf5bb6fce8dbf1323f2631a96423f1-4.jpg, Có, Cần bán 2 cây sưa đỏ trên 100 năm tuổi ( hiếm) tại Đồng Nai, Không,4300000000, 1 m,"Đường 1, Tân An Hội", Không,Cần bán 2 cây sưa đỏ trên 100 năm tuổi ( hiếm) tại Đồng Nai,0,https://nhadat24h.net.vn/du-an/can-ban-2-cay-sua-do-tren-100-nam-tuoi-hiem-tai-dong-nai/296043, -1 m, 0 m,Tân An Hội,Củ Chi,Hồ Chí Minh,None
70, Không,0, MS296044,,- SĐT mua bán đất  :   0829038286 (Chú Hoàng),,0, 30518 m,Sổ Đỏ, Không, 0 m,https://nhadat24h.net.vn/storage/product/16560/z4958678732399-e4fcfdff0504e7fb78765ae02a511aac-5.jpg, Không," Cần bán gấp đất DT 3  mẫu tại  huyện La Pa, tỉnh Gia Lai", Không,1350000000, 1 m,"Đường Tỉnh Lộ 662, Kim Tân", Không,"Cần bán gấp đất DT 3  mẫu tại  huyện La Pa, tỉnh Gia Lai",0,https://nhadat24h.net.vn/du-an/can-ban-gap-dat-dt-3-mau-tai-huyen-la-pa-tinh-gia-lai/296044, 30518 m, 0 m,Kim Tân,Ia Pa,Gia Lai,None
71, Không,0, MS296048,,- SĐT mua bán đất  :   0829038286 (Chú Hoàng),,0, 180000 m,Sổ Đỏ, Không, 0 m,https://nhadat24h.net.vn/storage/product/16560/z4939205992747-550fc821ba3b2390b87fe90b68b447f4-8.jpg, Không, Cần bán tổng diện tích 18  tại - trảng bàng Tây Ninh, Không,99000000000, 5 m,"Đường 22/12, Đôn Thuận", Không,Cần bán tổng diện tích 18  tại - trảng bàng Tây Ninh,0,https://nhadat24h.net.vn/du-an/can-ban-tong-dien-tich-18-tai-trang-bang-tay-ninh/296048, 180000 m, 0 m,Đôn Thuận,Trảng Bàng,Tây Ninh,None
72, Không,0, MS296047,,- SĐT mua bán đất  :   0829038286 (Chú Hoàng),,0, 150000 m,Sổ Đỏ, Không, 0 m,https://nhadat24h.net.vn/storage/product/16560/z4939294675551-21ead0d2267a4aa3b5c4d6ed086165ed-13.jpg, Không," Xuất cảnh cần bán gấp đất vườn cây ăn trái 15 Hecta , đất đỏ Bazan, tại huyện Đắk Glong,Đắk Nông", Không,22000000000, 1 m,"Đường Bon R'Bút, Quảng Khê", Không,"Xuất cảnh cần bán gấp đất vườn cây ăn trái 15 Hecta , đất đỏ Bazan, tại huyện Đắk Glong,Đắk Nông",0,https://nhadat24h.net.vn/du-an/xuat-canh-can-ban-gap-dat-vuon-cay-an-trai-15-hecta-dat-do-bazan-tai-huyen-dak-glongdak-nong/296047, 150000 m, 0 m,Quảng Khê,Đăk Glong,Đắk Nông,Bon R'Bút
73, Không,0, MS296046,,- SĐT mua bán đất  :   0829038286 (Chú Hoàng),,0, 20100 m,Sổ Đỏ, Không, 0 m,https://nhadat24h.net.vn/storage/product/16560/z4958624894942-26433da1a0bc545f3b30df5ff021db68-5.jpg, Không," Cần bán gấp đất  2,1 mẫu tại huyện La Pa tỉnh Gia Lai", Không,880000000, 1 m,"Đường Tỉnh Lộ 662, Kim Tân", Không,"Cần bán gấp đất  2,1 mẫu tại huyện La Pa tỉnh Gia Lai",0,https://nhadat24h.net.vn/du-an/can-ban-gap-dat-21-mau-tai-huyen-la-pa-tinh-gia-lai/296046, 20100 m, 0 m,Kim Tân,Ia Pa,Gia Lai,None
74, Không,0, MS296050,,- SĐT mua bán đất  :   0829038286 (Chú Hoàng),,0, 6000 m,Sổ Đỏ, Không, 0 m,https://nhadat24h.net.vn/storage/product/16560/z4973766615964-5c8749e934d095e7fef4c2cb1b9e422f-1.jpg, Không," Cần bán gấp lô đất 6000m² tại Gò Dầu, Tây Ninh", Không,5500000000, 1 m,"Đường 12, Thanh Phước", Không,"Cần bán gấp lô đất 6000m² tại Gò Dầu, Tây Ninh",0,https://nhadat24h.net.vn/du-an/can-ban-gap-lo-dat-6000m2-tai-go-dau-tay-ninh/296050, 6000 m, 0 m,Thanh Phước,Gò Dầu,Tây Ninh,None
75, Không,0, MS296051,,- SĐT mua bán đất  :   0829038286 (Chú Hoàng),,0, 15000 m,Sổ Đỏ, Không, 0 m,https://nhadat24h.net.vn/storage/product/16560/z4939016734090-c85aaeea7488f9fa7b5d7b5146297e91-15.jpg, Không," Cần Bán gấp đất vườn 1,5 mẫu trên đất đã trồng kín Cà Na, tại huyện Củ Chi TPHCM", Không,15000000000, 1 m,"Đường 1, Tân An Hội", Không,"Cần Bán gấp đất vườn 1,5 mẫu trên đất đã trồng kín Cà Na, tại huyện Củ Chi TPHCM",0,https://nhadat24h.net.vn/du-an/can-ban-gap-dat-vuon-15-mau-tren-dat-da-trong-kin-ca-na-tai-huyen-cu-chi-tphcm/296051, 15000 m, 0 m,Tân An Hội,Củ Chi,Hồ Chí Minh,None
76, Không,0, MS296049,,- SĐT mua bán đất  :   0829038286 (Chú Hoàng),,0, 5108 m,Sổ Đỏ, Không, 0 m,https://nhadat24h.net.vn/storage/product/16560/z4940963651302-62e86c66ddd8caf76d51d3630f32b23e-15.jpg, Không," Cần bán gấp lô đất 5106,8 m²  tại huyện Củ Chi - TPHCM", Không,7900000000, 1 m,"Đường 1, Tân An Hội", Không,"Cần bán gấp lô đất 5106,8 m²  tại huyện Củ Chi - TPHCM",0,https://nhadat24h.net.vn/du-an/can-ban-gap-lo-dat-51068-m2-tai-huyen-cu-chi-tphcm/296049, 5108 m, 0 m,Tân An Hội,Củ Chi,Hồ Chí Minh,None
